algorithm,round,train_loss,MAE,RMSE,R2,PPA
FedCrit-HEA,38,74.02066764831542,16.422422409057617,19.20520197016537,-3.098219871520996,22.22222222222222
FedCrit-HEA,39,87.20866775512695,16.45636749267578,19.07767870331795,-3.043975830078125,11.11111111111111
FedCrit-HEA,40,116.8402717590332,15.958555221557617,18.27329220495892,-2.71014666557312,11.11111111111111
FedCrit-HEA,41,81.95775833129883,16.337154388427734,18.646514550521566,-2.8632500171661377,11.11111111111111
FedCrit-HEA,42,103.30459747314453,14.733267784118652,16.93872876654451,-2.1880056858062744,11.11111111111111
FedCrit-HEA,43,141.0278076171875,15.65001392364502,17.715995776350148,-2.4872944355010986,22.22222222222222
FedCrit-HEA,44,124.87603073120117,16.005672454833984,18.540074015020057,-2.819270610809326,22.22222222222222
FedCrit-HEA,45,92.6139144897461,15.074588775634766,17.25564173338272,-2.308412790298462,11.11111111111111
FedCrit-HEA,46,93.77596588134766,15.664055824279785,18.07446484123043,-2.629847526550293,22.22222222222222
FedCrit-HEA,47,60.51357421875,14.777581214904785,17.138639712398597,-2.263699531555176,22.22222222222222
FedCrit-HEA,48,158.05609512329102,14.978727340698242,17.418576271222808,-2.3711864948272705,22.22222222222222
FedCrit-HEA,49,67.32598648071288,15.35688591003418,17.89287734866735,-2.5572783946990967,33.33333333333333
FedCrit-HEA,50,78.92511596679688,15.018702507019043,17.55374089987881,-2.4237091541290283,22.22222222222222
